NO_OF_FRAMES	905
NO_OF_CAMERAS	10
NO_OF_MARKERS	40
FREQUENCY	72
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2018-08-30, 18:44:51	1350659.19285559
DATA_INCLUDED	3D
MARKER_NAMES	A3	A1	A2	B1	B3	B2	G3	G1	G2	G4	C1	C4	C3	C2	D4	D2	D3	D1	E3	E2	E1	F1	F2	F3	L3	L2	L1	L4	L5	J2	J3	J1	H4	H1	H2	H3	K2	K4	K1	K3
A3 X	A3 Y	A3 Z	A1 X	A1 Y	A1 Z	A2 X	A2 Y	A2 Z	B1 X	B1 Y	B1 Z	B3 X	B3 Y	B3 Z	B2 X	B2 Y	B2 Z	G3 X	G3 Y	G3 Z	G1 X	G1 Y	G1 Z	G2 X	G2 Y	G2 Z	G4 X	G4 Y	G4 Z	C1 X	C1 Y	C1 Z	C4 X	C4 Y	C4 Z	C3 X	C3 Y	C3 Z	C2 X	C2 Y	C2 Z	D4 X	D4 Y	D4 Z	D2 X	D2 Y	D2 Z	D3 X	D3 Y	D3 Z	D1 X	D1 Y	D1 Z	E3 X	E3 Y	E3 Z	E2 X	E2 Y	E2 Z	E1 X	E1 Y	E1 Z	F1 X	F1 Y	F1 Z	F2 X	F2 Y	F2 Z	F3 X	F3 Y	F3 Z	L3 X	L3 Y	L3 Z	L2 X	L2 Y	L2 Z	L1 X	L1 Y	L1 Z	L4 X	L4 Y	L4 Z	L5 X	L5 Y	L5 Z	J2 X	J2 Y	J2 Z	J3 X	J3 Y	J3 Z	J1 X	J1 Y	J1 Z	H4 X	H4 Y	H4 Z	H1 X	H1 Y	H1 Z	H2 X	H2 Y	H2 Z	H3 X	H3 Y	H3 Z	K2 X	K2 Y	K2 Z	K4 X	K4 Y	K4 Z	K1 X	K1 Y	K1 Z	K3 X	K3 Y	K3 Z	
1676.888	-33.197	147.437	1778.426	139.003	155.672	1776.738	23.070	159.541	1392.163	-596.835	189.046	1298.227	-774.678	201.386	1397.565	-711.852	198.831	1603.749	-400.600	359.993	1560.115	-113.395	325.100	1666.538	-293.896	345.543	1400.615	-419.626	370.543	1541.630	393.700	213.013	1377.334	272.653	191.738	1302.505	371.762	188.046	1463.459	494.818	210.965	725.172	-241.056	148.490	804.027	-17.993	123.152	646.640	-144.474	144.147	882.956	-112.504	124.969	0.000	0.000	0.000	833.950	894.433	157.355	941.163	939.914	150.143	408.762	315.615	141.592	301.004	278.412	141.987	275.903	165.274	143.630	592.601	578.580	385.385	628.771	738.452	384.071	764.951	745.294	378.476	437.947	528.440	394.226	443.443	391.807	390.774	1173.157	183.660	586.822	972.216	213.817	594.154	1165.084	-19.385	579.731	1246.882	-282.617	531.722	1402.665	-167.350	535.340	1285.400	17.394	540.788	1099.918	-123.947	538.324	879.080	474.745	567.218	848.663	174.612	549.154	1029.053	320.381	558.096	725.967	350.112	561.561
1675.846	-32.678	148.016	1774.083	141.520	156.086	1774.478	25.936	159.069	1403.722	-602.350	194.105	1313.927	-782.150	208.646	1410.677	-718.143	203.278	1613.496	-400.375	362.545	1562.670	-114.567	326.192	1674.595	-295.611	348.951	1411.012	-424.094	375.175	1551.911	383.571	219.910	1386.718	264.354	197.334	1312.593	364.454	195.998	1475.790	484.829	217.652	728.307	-241.574	147.242	809.972	-19.143	124.411	650.962	-143.811	144.246	887.791	-115.035	125.592	0.000	0.000	0.000	843.726	887.802	155.048	951.269	932.152	147.876	419.113	310.666	142.395	309.964	275.063	141.845	285.653	160.796	143.241	600.753	574.494	387.371	637.184	734.198	385.595	773.435	740.854	380.487	446.336	525.650	396.284	451.118	388.115	392.722	1180.643	177.663	589.062	979.907	209.178	597.267	1170.734	-25.341	583.193	1250.835	-289.126	536.202	1408.302	-172.955	537.668	1291.240	10.632	543.064	1106.260	-128.978	540.197	887.062	470.689	569.693	856.227	170.480	553.067	1036.849	316.066	560.562	733.870	346.187	565.062
1675.519	-33.153	147.533	1770.183	143.332	154.492	1773.392	26.941	157.521	1413.062	-607.131	196.319	1326.693	-788.528	211.811	1422.587	-722.651	206.849	1621.251	-401.901	363.507	1565.752	-116.902	326.771	1681.579	-298.829	350.925	1419.217	-428.422	378.148	1561.701	373.636	222.924	1395.617	255.784	200.929	1322.471	356.294	198.445	1486.646	475.529	219.992	732.818	-243.224	145.293	816.326	-21.141	126.418	656.295	-144.668	144.791	893.281	-117.884	126.015	0.000	0.000	0.000	852.263	882.015	154.802	959.802	926.100	147.721	426.496	304.400	144.111	316.532	270.018	144.850	293.530	154.231	146.323	608.544	570.038	386.958	645.093	729.708	384.116	781.370	736.215	379.294	454.287	522.479	396.716	459.161	383.949	392.870	1188.139	172.846	590.830	987.550	205.786	600.264	1176.973	-29.964	587.296	1256.705	-294.402	540.550	1413.952	-177.509	539.924	1297.531	5.275	545.399	1112.355	-134.061	545.117	895.132	467.399	569.716	863.520	167.104	556.877	1044.522	312.308	561.579	741.561	343.359	567.293
1677.676	-36.356	145.146	1772.536	140.027	151.542	1776.013	23.434	152.199	1418.740	-611.488	197.345	1333.754	-793.839	211.900	1428.282	-727.016	208.289	1626.682	-406.777	363.483	1571.416	-121.496	327.808	1687.415	-303.457	351.224	1424.432	-432.825	379.542	1569.791	366.128	224.424	1403.183	248.915	202.603	1330.573	349.645	199.908	1495.275	468.235	220.946	737.880	-245.288	143.404	823.222	-23.760	128.567	662.415	-146.450	144.709	899.418	-121.182	126.669	0.000	0.000	0.000	859.221	876.648	155.269	966.803	920.739	148.391	432.375	297.610	146.684	322.825	260.946	147.736	299.355	147.372	151.355	615.472	565.152	385.909	651.888	724.809	381.892	788.196	731.332	376.804	459.959	516.463	395.225	466.174	379.064	393.381	1194.742	168.924	592.408	994.251	202.297	602.252	1183.164	-33.921	590.191	1265.983	-297.650	544.788	1421.840	-180.045	542.060	1303.165	2.489	546.945	1118.657	-139.683	550.908	902.697	464.159	569.813	869.855	163.987	558.483	1051.419	308.462	562.789	748.670	340.512	567.261
1684.461	-41.788	140.989	1783.369	132.425	145.458	1784.428	15.964	142.114	1417.409	-612.856	195.005	1327.109	-792.721	207.519	1424.169	-728.572	204.649	1629.327	-415.178	362.051	1580.579	-128.127	331.586	1692.028	-309.403	349.607	1426.609	-437.187	377.556	1575.698	360.938	225.430	1408.907	244.024	203.086	1335.865	345.093	202.394	1503.245	462.602	223.332	742.270	-248.400	142.068	829.226	-26.767	129.163	667.307	-149.304	145.343	904.346	-125.016	126.417	0.000	0.000	0.000	864.034	871.253	156.153	971.528	915.546	149.536	437.776	289.578	150.480	327.550	251.871	151.919	303.993	139.456	157.206	621.325	560.282	385.130	657.524	719.937	378.441	793.751	726.645	372.174	466.141	511.314	396.359	472.620	374.018	396.636	1200.866	165.334	593.250	1000.421	198.660	602.597	1189.406	-37.602	590.895	1276.326	-301.352	547.718	1428.903	-183.584	544.241	1308.984	0.523	547.303	1126.198	-144.118	553.075	910.931	461.265	569.744	875.733	161.118	558.572	1058.478	304.150	563.236	755.811	338.780	567.492
1692.734	-47.364	137.460	1797.889	122.798	138.868	1793.998	7.628	132.295	1409.522	-610.639	184.938	1313.370	-787.444	196.995	1413.396	-726.011	191.131	1630.376	-424.991	356.443	1590.851	-135.509	336.118	1695.341	-316.574	345.833	1427.726	-441.333	371.445	1580.084	355.253	222.653	1412.308	239.135	197.988	1340.367	340.038	197.157	1507.746	457.089	221.415	744.655	-251.097	140.619	831.691	-29.646	131.103	669.722	-152.010	145.807	906.837	-127.908	126.914	0.000	0.000	0.000	867.143	866.880	156.507	975.185	910.753	149.967	441.017	281.476	154.114	331.474	243.548	157.002	308.574	129.113	163.960	625.762	554.959	385.201	661.273	714.800	378.655	797.398	722.078	372.164	470.706	505.319	396.818	477.399	367.921	396.902	1208.441	162.489	593.306	1007.973	195.924	602.249	1196.890	-40.347	589.886	1286.358	-303.497	549.663	1437.914	-177.607	542.034	1316.846	-2.417	546.035	1134.305	-147.077	553.696	913.278	457.161	569.067	884.288	156.176	558.351	1063.994	302.988	562.800	761.231	331.439	566.071
1704.019	-53.509	134.491	1815.166	112.876	135.348	1807.247	-2.306	126.989	1399.642	-606.944	168.172	1295.223	-779.194	179.226	1397.899	-722.372	171.351	1628.919	-434.900	348.316	1602.357	-142.465	337.026	1697.280	-324.878	339.661	1427.781	-444.296	362.980	1582.423	344.904	209.878	1413.526	229.904	190.465	1341.606	332.146	188.324	1511.112	446.854	209.147	742.866	-252.922	138.836	832.129	-32.197	133.417	668.841	-152.837	144.731	906.393	-131.063	128.608	0.000	0.000	0.000	869.128	864.887	154.802	976.817	909.126	148.319	446.255	275.445	157.676	335.697	238.473	165.328	314.811	123.699	172.540	628.038	549.212	384.654	662.578	709.313	381.682	798.798	717.586	378.825	474.444	499.220	391.142	480.697	361.078	389.035	1216.628	162.247	591.769	1016.124	194.834	601.291	1207.392	-39.078	587.678	1296.180	-302.608	549.566	1447.239	-178.260	538.573	1326.135	-1.597	543.017	1144.163	-147.943	555.665	908.554	450.808	568.446	893.978	149.998	558.405	1066.177	304.883	562.187	763.151	318.386	564.909
1720.101	-61.492	134.919	1837.180	100.455	137.417	1825.811	-15.157	130.571	1390.561	-597.856	149.664	1279.337	-766.280	152.158	1384.605	-713.358	148.837	1626.191	-442.749	336.254	1612.286	-149.759	333.984	1697.769	-334.220	330.850	1421.581	-441.671	348.871	1580.094	331.348	181.978	1410.253	217.216	175.192	1339.100	319.752	171.671	1509.568	434.041	179.403	739.384	-254.931	137.546	832.121	-35.365	134.359	666.685	-153.620	142.300	904.807	-135.058	131.291	0.000	0.000	0.000	873.743	861.758	154.880	980.301	906.881	148.067	448.894	273.199	154.891	339.673	234.670	159.923	318.047	121.256	170.287	631.252	545.964	384.842	666.543	705.943	384.363	802.746	713.756	381.911	477.007	495.395	389.427	483.449	358.635	386.054	1223.146	164.712	589.239	1021.934	194.222	600.018	1217.432	-36.927	588.026	1309.079	-300.261	547.539	1458.392	-174.302	531.135	1335.370	0.785	537.416	1157.008	-148.348	554.750	906.837	445.860	566.717	900.545	145.226	558.336	1068.738	303.813	559.240	765.199	309.527	564.913
1738.251	-68.826	134.646	1863.959	87.384	143.620	1846.167	-27.580	133.684	1383.494	-589.324	134.452	1262.814	-751.817	136.660	1370.568	-703.271	133.536	1622.444	-449.730	322.004	1622.079	-156.101	331.200	1696.319	-346.122	322.003	1417.930	-439.351	332.449	0.000	0.000	0.000	1399.532	210.456	149.833	1329.572	310.399	145.285	1494.907	429.396	143.113	740.186	-266.157	135.379	829.855	-45.798	137.804	666.529	-165.997	141.034	904.386	-144.511	132.650	0.000	0.000	0.000	882.785	857.468	155.049	990.182	901.931	147.878	451.996	278.030	147.060	341.845	241.057	149.362	317.950	127.874	157.899	635.875	545.839	384.588	673.566	705.080	383.818	809.904	710.967	381.633	480.672	496.805	388.824	485.186	360.629	386.180	1228.699	166.040	584.090	1027.273	196.448	600.622	1226.477	-35.549	584.797	1321.136	-298.200	541.351	1469.318	-170.410	523.835	1342.418	3.761	531.785	1166.959	-147.960	551.015	907.496	442.195	563.716	907.348	140.060	558.578	1072.128	303.082	554.906	768.603	303.174	566.999
1755.691	-77.311	130.558	1887.909	72.822	144.119	1865.294	-40.965	132.183	1376.624	-586.441	134.096	1247.424	-742.392	140.548	1356.052	-699.629	137.180	1620.926	-456.117	311.270	1632.545	-162.308	324.376	1699.742	-356.639	313.181	1417.102	-436.491	319.871	0.000	0.000	0.000	1393.095	212.763	151.728	1315.161	312.363	147.936	0.000	0.000	0.000	744.262	-290.951	142.826	826.510	-68.005	129.597	667.187	-193.345	138.359	903.044	-162.976	135.334	0.000	0.000	0.000	895.564	856.992	153.574	1003.673	897.847	146.372	455.310	291.441	138.245	344.647	258.301	138.364	317.104	145.564	141.597	641.039	547.183	385.868	682.166	705.552	391.118	818.525	708.606	390.561	485.294	501.089	386.206	486.024	364.796	380.074	1233.903	166.799	572.902	1030.699	186.347	592.297	1235.870	-34.186	574.694	1338.671	-292.656	534.296	1483.568	-159.955	513.477	1349.317	9.597	520.986	1179.714	-147.029	545.953	903.642	435.564	559.605	912.828	133.629	556.563	1071.917	301.926	546.150	769.173	292.633	567.239
1771.447	-85.400	129.925	1907.813	59.963	145.588	1882.135	-52.330	131.877	1375.283	-584.720	133.276	1244.372	-738.508	143.169	1353.508	-697.647	137.976	1623.327	-459.974	305.978	1647.486	-168.319	318.239	1704.984	-362.841	307.664	1420.181	-434.328	312.791	0.000	0.000	0.000	1381.301	214.467	142.406	1305.059	309.835	141.746	1469.996	444.408	152.977	757.604	-319.259	146.956	829.358	-93.863	126.900	676.117	-225.641	138.363	910.618	-186.253	135.308	0.000	0.000	0.000	914.684	857.448	154.280	1024.472	895.215	147.670	450.909	304.855	136.794	340.326	272.406	136.651	312.494	160.900	143.603	647.052	550.012	383.582	693.491	706.624	398.562	829.936	704.672	400.794	490.119	509.187	377.953	487.097	374.861	364.771	1232.517	168.046	564.021	1028.581	181.989	583.337	1241.926	-32.904	564.635	1359.647	-284.690	526.533	1495.511	-144.067	501.875	1352.440	17.148	509.417	1191.996	-148.578	538.412	895.502	425.344	553.729	911.743	123.747	550.190	1066.889	295.644	537.695	764.095	279.684	565.024
1784.105	-86.625	127.501	1924.512	56.070	146.552	1897.280	-56.290	132.663	1378.630	-582.085	129.244	1245.955	-733.473	147.470	1354.980	-694.910	138.062	1627.511	-461.557	299.868	1657.787	-170.915	319.090	1710.739	-366.060	305.442	1424.820	-431.949	301.722	0.000	0.000	0.000	1378.857	212.628	141.365	1299.262	307.605	136.960	1454.456	440.215	155.319	765.083	-340.850	153.359	831.287	-114.193	124.920	681.284	-249.770	141.275	914.655	-204.027	136.244	0.000	0.000	0.000	938.901	851.524	155.747	1050.509	885.648	152.547	447.844	316.514	133.405	335.913	289.354	135.357	303.783	180.008	146.377	655.427	553.173	376.909	708.553	707.186	395.435	845.359	698.743	397.907	496.845	519.612	370.922	487.258	384.146	355.105	1229.785	166.394	555.901	1025.370	175.034	574.458	1244.640	-33.978	555.802	1369.759	-282.240	519.558	1501.472	-138.048	493.710	1353.892	19.118	500.379	1198.532	-151.238	530.113	891.074	416.361	545.460	909.234	115.318	540.907	1063.228	288.083	529.638	760.358	271.102	556.995
1798.274	-87.814	126.546	1940.733	53.920	149.087	1912.851	-58.830	136.025	1383.344	-580.544	124.051	1248.695	-728.910	151.226	1357.983	-692.748	137.105	1632.433	-461.130	296.992	1665.165	-171.281	321.350	1716.544	-366.818	306.167	1430.161	-428.826	292.184	0.000	0.000	0.000	1374.591	210.038	138.125	1295.007	303.620	131.199	1445.803	438.351	156.862	765.108	-354.548	155.284	826.932	-126.882	125.116	679.493	-264.512	146.417	911.863	-215.115	132.993	0.000	0.000	0.000	969.912	842.533	160.108	1084.695	869.023	160.980	453.601	320.506	128.193	340.105	301.712	134.758	298.525	194.250	149.920	665.884	555.003	361.639	725.369	706.840	379.279	861.476	692.322	386.551	506.358	528.321	351.275	490.550	394.346	337.838	1225.255	162.938	548.873	1021.272	167.931	567.005	1243.859	-38.078	551.017	1378.761	-280.262	512.470	1506.393	-131.578	487.164	1352.794	20.413	494.179	1203.010	-153.868	522.985	886.224	408.838	533.968	906.325	108.348	534.694	1059.364	281.396	520.023	757.826	264.444	548.235
1803.954	-90.521	125.075	1950.334	50.849	152.819	1922.545	-62.041	143.567	1388.278	-578.648	121.779	1254.378	-727.423	150.676	1363.248	-690.976	134.319	1638.277	-460.410	295.535	1671.341	-170.602	319.440	1722.590	-366.330	305.492	1436.025	-427.667	288.945	0.000	0.000	0.000	1373.905	205.835	135.895	1292.665	298.143	129.256	1441.233	434.039	160.611	765.890	-365.376	154.860	824.953	-136.785	126.583	679.547	-275.931	150.508	911.108	-224.399	130.209	0.000	0.000	0.000	1001.659	829.960	152.582	1114.982	852.795	160.860	458.288	324.113	123.419	345.123	309.111	132.660	300.044	201.640	151.626	677.593	555.647	346.894	742.328	704.984	366.485	877.042	685.944	377.992	517.484	534.588	330.638	497.480	401.130	316.499	1222.547	160.462	543.652	1018.427	161.924	560.322	1244.937	-40.292	547.082	1392.538	-275.656	509.985	1511.816	-121.559	481.631	1351.030	23.386	488.384	1210.673	-158.011	520.386	882.480	401.781	525.775	904.031	101.468	526.140	1056.290	275.394	513.782	754.091	253.321	535.277
1811.180	-93.701	123.173	1959.207	46.367	150.100	1929.849	-66.219	137.518	1389.316	-578.487	120.414	1253.801	-725.345	151.323	1362.967	-691.405	134.686	1640.471	-464.456	295.209	1677.220	-175.228	322.751	1727.523	-371.330	308.040	1439.018	-428.740	286.235	0.000	0.000	0.000	1375.290	202.145	133.675	1292.692	294.127	127.215	1439.615	431.535	162.149	772.678	-377.314	157.519	830.470	-149.456	121.970	685.701	-289.002	147.935	916.822	-236.042	130.904	0.000	0.000	0.000	1030.568	813.983	145.039	1146.759	831.025	157.012	459.666	330.868	116.109	345.940	321.118	125.464	298.562	214.569	150.051	692.009	559.126	334.964	763.635	705.993	349.930	897.380	680.852	361.735	531.494	545.658	319.374	504.842	412.555	309.606	1222.968	157.844	539.710	1018.708	157.498	554.766	1247.065	-42.790	544.203	1399.082	-275.514	508.221	1515.650	-119.377	479.155	1352.395	22.804	484.653	1215.438	-161.045	517.268	886.618	399.081	519.863	903.885	97.755	520.617	1058.489	269.775	508.913	756.472	253.630	530.317
1818.252	-105.524	121.202	1971.382	30.815	148.541	1938.227	-79.451	134.586	1388.578	-580.559	122.251	1249.663	-724.627	151.163	1359.716	-692.898	136.305	1640.113	-471.895	298.661	1683.754	-183.283	324.185	1729.278	-380.757	311.661	1439.788	-431.714	287.884	1542.204	322.056	167.869	1374.236	201.407	131.124	1291.677	292.101	127.121	1435.931	431.725	162.434	785.013	-388.576	157.171	838.653	-159.951	119.427	696.393	-302.255	144.447	926.869	-245.261	132.375	0.000	0.000	0.000	1052.610	801.845	150.018	1169.293	813.713	158.900	465.309	336.038	109.569	349.952	332.627	117.937	299.664	228.848	146.361	706.991	561.546	328.503	784.932	705.324	341.085	917.679	674.456	351.257	545.887	554.836	315.152	513.125	422.828	306.923	1224.703	156.004	537.742	1020.341	153.244	552.014	1251.280	-44.353	542.408	1405.758	-275.600	507.394	1521.577	-118.127	478.391	1356.033	22.253	483.610	1220.842	-163.085	515.653	890.357	395.341	515.469	905.087	94.119	517.968	1061.090	264.725	505.232	758.262	250.758	526.570
1828.179	-124.269	124.878	1985.369	8.870	153.222	1949.932	-100.651	144.105	1386.214	-583.442	125.347	1243.695	-724.785	150.508	1355.569	-694.916	138.092	1638.969	-479.774	304.622	1690.206	-193.642	328.352	1730.158	-390.632	315.484	1439.463	-435.036	293.504	1547.247	316.829	167.907	1376.143	200.637	130.205	1293.602	289.710	128.597	1436.502	430.989	162.536	794.980	-395.775	154.678	846.208	-166.266	119.501	705.336	-310.122	143.738	935.418	-250.949	130.603	0.000	0.000	0.000	1070.977	796.435	149.555	1188.029	803.988	159.141	470.222	339.027	110.695	355.506	337.065	118.212	300.800	237.761	150.310	716.856	560.111	325.537	797.707	702.088	339.808	929.641	668.678	351.468	555.860	556.534	310.109	520.566	425.505	301.500	1226.930	154.545	538.627	1022.328	148.825	551.664	1256.362	-45.328	543.580	1414.554	-274.645	508.618	1527.818	-114.986	478.729	1360.360	22.468	484.142	1228.140	-164.861	517.185	888.189	389.836	515.913	908.165	87.919	515.836	1061.920	260.751	504.977	758.904	242.270	523.359
1847.943	-143.652	137.567	2002.416	-16.530	152.344	1961.726	-125.215	145.882	1382.979	-585.843	128.168	1235.085	-721.390	151.531	1348.583	-695.803	141.774	1635.494	-489.991	311.986	1696.385	-205.688	334.518	1729.438	-404.138	325.114	1438.042	-438.212	296.098	1552.489	313.995	167.951	1380.182	200.458	131.738	1295.873	289.031	130.905	1438.220	432.284	161.517	804.205	-399.562	153.717	853.430	-169.346	120.341	713.917	-314.574	143.370	943.527	-253.287	130.719	0.000	0.000	0.000	1079.113	787.203	150.723	1194.949	796.402	160.100	472.509	340.384	112.015	358.820	339.138	119.682	300.858	240.736	151.162	724.080	556.963	326.287	807.292	697.731	338.485	938.790	662.417	349.381	562.422	555.621	313.113	525.505	425.256	305.498	1230.729	152.311	541.654	1025.626	143.507	553.081	1261.251	-47.934	545.621	1418.698	-277.453	510.534	1532.964	-117.368	483.113	1365.432	19.862	487.813	1232.907	-167.172	518.117	890.915	384.460	515.133	912.322	82.944	516.804	1064.846	257.280	507.193	761.912	236.268	523.315
1856.913	-165.178	141.879	2016.557	-44.286	153.168	1971.132	-151.493	150.038	1378.844	-587.980	132.229	1225.337	-717.789	151.372	1339.861	-696.267	145.936	1630.827	-500.588	320.292	1702.097	-218.802	341.952	1728.170	-418.103	334.474	1435.793	-441.437	302.198	0.000	0.000	0.000	1384.839	199.952	133.757	1298.217	288.214	132.939	1439.732	432.615	161.583	813.884	-403.685	152.675	861.754	-172.642	122.183	723.086	-318.964	143.202	952.190	-256.150	132.003	0.000	0.000	0.000	1082.337	778.820	149.692	1199.003	785.946	158.441	473.739	339.380	114.594	358.912	338.021	122.276	302.194	239.687	150.969	727.978	552.087	331.805	812.154	692.427	342.554	943.584	656.238	351.989	566.507	552.022	320.363	528.409	421.696	313.556	1234.478	149.211	546.554	1030.182	141.840	558.693	1266.785	-50.641	549.473	1426.450	-278.501	515.500	1539.281	-117.831	488.271	1370.631	18.394	491.999	1239.569	-169.647	521.784	892.783	378.552	520.006	917.011	77.149	520.074	1068.524	252.543	512.991	765.177	229.109	526.993
1864.827	-186.476	148.710	2027.431	-69.840	159.447	1979.182	-175.848	158.042	1374.253	-590.970	136.421	1216.532	-716.540	149.352	1331.738	-698.273	148.379	1624.658	-511.412	329.807	1707.150	-232.366	349.918	1726.069	-431.890	343.588	1432.675	-445.551	310.109	0.000	0.000	0.000	1387.369	200.657	134.923	1300.105	287.115	134.007	1439.571	432.695	161.843	824.837	-410.038	152.914	869.969	-178.237	124.591	733.125	-326.612	143.666	961.468	-260.677	134.050	0.000	0.000	0.000	1082.564	773.622	146.021	1198.811	781.774	153.989	476.281	335.403	118.776	361.536	334.183	129.087	305.175	234.795	152.611	728.788	545.249	339.960	811.985	686.017	352.436	943.552	650.572	361.904	567.337	544.333	327.375	530.668	414.066	318.968	1238.420	146.721	552.361	1033.836	135.716	564.140	1273.428	-52.594	554.903	1436.022	-278.459	520.617	1547.290	-117.501	493.170	1377.224	17.710	496.368	1247.365	-171.781	527.115	892.465	370.794	527.340	922.045	69.888	525.150	1070.458	247.988	519.927	767.650	219.092	531.973
1871.211	-205.621	156.525	2038.861	-96.535	167.265	1986.244	-200.076	164.163	1368.548	-592.123	141.288	1205.257	-710.811	149.469	1321.161	-697.162	153.672	1618.380	-522.379	335.374	1711.352	-245.762	357.683	1721.325	-447.319	350.757	1428.529	-448.689	314.043	0.000	0.000	0.000	1391.948	201.224	138.572	1301.644	286.072	137.478	1440.048	433.552	161.213	837.232	-416.173	158.780	879.371	-183.972	129.442	744.352	-334.043	147.867	971.743	-265.070	140.607	0.000	0.000	0.000	1076.975	765.716	145.101	1193.716	775.057	150.689	477.695	330.543	123.881	362.783	329.237	134.486	306.285	228.973	152.310	728.850	537.649	349.930	811.390	678.882	361.554	943.319	644.310	368.280	567.261	535.606	340.682	531.283	405.129	332.417	1242.804	142.859	559.276	1038.396	129.693	570.315	1279.604	-56.439	560.297	1441.315	-282.523	525.446	1553.172	-121.742	499.967	1383.930	13.992	503.390	1253.677	-174.546	530.366	895.912	363.791	534.652	927.175	63.619	531.619	1074.190	242.583	526.205	771.989	211.948	539.463
1880.211	-225.100	168.563	2052.044	-123.031	183.793	1994.953	-224.368	179.220	1363.954	-593.141	145.708	1195.901	-705.270	149.579	1311.921	-695.945	157.933	1612.116	-532.016	341.641	1714.511	-258.372	364.514	1717.774	-461.162	358.346	1426.454	-451.579	317.980	0.000	0.000	0.000	1395.690	200.861	141.502	1303.833	284.800	138.769	1440.395	434.470	158.148	847.267	-421.682	166.682	886.845	-189.147	137.096	753.588	-340.498	157.155	980.201	-269.368	146.812	0.000	0.000	0.000	1070.652	760.685	144.802	1186.846	770.459	147.698	478.067	325.471	130.161	363.262	321.993	140.307	307.783	220.607	153.019	727.994	529.178	359.261	809.004	671.389	370.888	941.385	638.147	376.899	566.443	525.382	350.838	531.714	394.305	342.362	1247.341	138.742	566.636	1042.999	123.582	576.782	1286.016	-60.154	566.044	1448.259	-285.823	529.601	1559.771	-124.217	505.422	1390.293	10.963	510.080	1260.451	-178.223	534.510	897.482	356.156	542.750	933.118	56.592	536.827	1077.162	237.400	532.892	775.560	202.779	545.959
1890.758	-243.572	184.831	2064.841	-146.544	206.898	2005.039	-245.985	201.122	1360.434	-593.107	146.783	1189.358	-700.469	149.215	1305.476	-694.395	160.149	1609.166	-540.459	348.291	1718.570	-268.485	369.906	1717.224	-473.074	366.418	1425.749	-453.433	322.925	0.000	0.000	0.000	1399.399	199.532	143.227	1305.001	282.101	141.174	1441.240	433.649	156.720	855.255	-427.824	173.274	892.475	-194.575	144.342	760.644	-347.061	165.611	986.393	-273.769	151.564	0.000	0.000	0.000	1063.955	757.689	146.471	1179.606	769.153	146.088	481.627	319.198	136.284	366.709	314.369	145.385	311.536	213.356	153.331	727.506	520.626	368.597	806.672	663.836	381.352	939.525	632.188	386.594	565.599	514.602	361.602	532.864	383.305	351.704	1253.148	135.292	572.202	1048.027	117.965	582.496	1292.988	-63.282	570.664	1454.936	-288.594	533.214	1567.241	-123.984	509.794	1396.207	9.253	514.670	1267.804	-181.682	539.564	898.282	348.090	550.490	939.199	49.353	541.899	1080.636	232.404	540.643	779.018	192.641	551.519
1899.443	-257.987	197.251	2075.694	-166.602	225.130	2013.240	-264.260	215.447	1358.107	-591.588	147.994	1183.637	-693.371	147.587	1299.788	-691.178	159.508	1605.701	-547.856	353.695	1723.038	-279.563	377.327	1715.849	-484.167	373.668	1424.753	-454.288	325.449	0.000	0.000	0.000	1401.086	197.630	143.710	1305.676	278.843	142.822	1440.545	431.836	156.007	864.332	-435.226	178.797	898.757	-201.632	149.425	768.801	-355.672	171.259	993.544	-279.894	156.676	0.000	0.000	0.000	1056.983	753.687	150.836	1172.884	767.093	146.501	482.993	314.524	140.176	368.007	308.664	147.252	313.461	208.053	152.442	728.216	513.272	377.181	806.526	657.111	388.512	939.613	626.410	391.724	566.295	506.245	372.432	534.230	375.041	362.622	1258.166	131.589	576.500	1053.221	112.882	587.200	1297.208	-67.862	572.679	1463.041	-289.129	536.546	1573.654	-126.069	514.683	1402.516	6.495	519.365	1273.663	-185.566	543.994	901.474	341.734	556.362	945.138	43.285	546.367	1084.245	227.637	544.393	783.698	185.076	556.918
1905.214	-269.051	207.406	2083.639	-183.187	239.242	2019.382	-279.354	226.856	1356.540	-590.316	148.828	1179.392	-687.256	146.066	1295.482	-688.376	158.907	1603.704	-554.120	357.413	1727.072	-288.860	383.224	1714.974	-493.100	378.778	1425.186	-455.901	328.041	0.000	0.000	0.000	1402.898	195.023	144.491	1306.885	275.389	144.493	1440.260	429.968	155.551	874.003	-442.649	183.985	906.188	-208.963	153.222	777.749	-364.198	175.534	1001.906	-286.592	162.119	0.000	0.000	0.000	1053.637	749.866	151.312	1168.141	764.422	145.389	486.134	308.121	142.538	370.982	301.112	149.154	317.760	200.770	151.782	729.018	505.885	382.859	806.177	650.291	395.226	939.524	620.789	397.324	567.151	497.527	378.842	534.923	364.807	368.087	1262.703	128.118	579.890	1058.033	108.089	591.069	1303.126	-71.076	575.312	1472.202	-290.489	538.801	1579.530	-128.411	518.784	1408.207	3.633	523.078	1279.863	-188.797	546.788	904.165	335.249	560.703	950.538	37.335	549.513	1087.876	223.057	548.372	787.810	177.592	560.675
